Symbol,,
HATSUN,.NS,HATSUN.NS
HAVELLS,.NS,HAVELLS.NS
HEMIPROP,.NS,HEMIPROP.NS
HEROMOTOCO,.NS,HEROMOTOCO.NS
HIKAL,.NS,HIKAL.NS
HINDALCO,.NS,HINDALCO.NS
HGS,.NS,HGS.NS
HAL,.NS,HAL.NS
HINDCOPPER,.NS,HINDCOPPER.NS
HINDPETRO,.NS,HINDPETRO.NS
HINDUNILVR,.NS,HINDUNILVR.NS
HINDZINC,.NS,HINDZINC.NS
POWERINDIA,.NS,POWERINDIA.NS
HOMEFIRST,.NS,HOMEFIRST.NS
HONAUT,.NS,HONAUT.NS
HUDCO,.NS,HUDCO.NS
HDFC,.NS,HDFC.NS
ICICIBANK,.NS,ICICIBANK.NS
ICICIGI,.NS,ICICIGI.NS
ICICIPRULI,.NS,ICICIPRULI.NS
ISEC,.NS,ISEC.NS
IDBI,.NS,IDBI.NS
IDFCFIRSTB,.NS,IDFCFIRSTB.NS
IDFC,.NS,IDFC.NS
IFBIND,.NS,IFBIND.NS
IIFL,.NS,IIFL.NS
IIFLWAM,.NS,IIFLWAM.NS
IRB,.NS,IRB.NS
IRCON,.NS,IRCON.NS
ITC,.NS,ITC.NS
ITI,.NS,ITI.NS
INDIACEM,.NS,INDIACEM.NS
IBULHSGFIN,.NS,IBULHSGFIN.NS
IBREALEST,.NS,IBREALEST.NS
INDIAMART,.NS,INDIAMART.NS
INDIANB,.NS,INDIANB.NS
IEX,.NS,IEX.NS
INDHOTEL,.NS,INDHOTEL.NS
IOC,.NS,IOC.NS
IOB,.NS,IOB.NS
IRCTC,.NS,IRCTC.NS
IRFC,.NS,IRFC.NS
INDIGOPNTS,.NS,INDIGOPNTS.NS
ICIL,.NS,ICIL.NS
INDOCO,.NS,INDOCO.NS
IGL,.NS,IGL.NS
INDUSTOWER,.NS,INDUSTOWER.NS
INDUSINDBK,.NS,INDUSINDBK.NS
INFIBEAM,.NS,INFIBEAM.NS
NAUKRI,.NS,NAUKRI.NS
INFY,.NS,INFY.NS
INOXLEISUR,.NS,INOXLEISUR.NS
INTELLECT,.NS,INTELLECT.NS
INDIGO,.NS,INDIGO.NS
IPCALAB,.NS,IPCALAB.NS
JBCHEPHARM,.NS,JBCHEPHARM.NS
JKCEMENT,.NS,JKCEMENT.NS
JKLAKSHMI,.NS,JKLAKSHMI.NS
JKPAPER,.NS,JKPAPER.NS
JMFINANCIL,.NS,JMFINANCIL.NS
JSWENERGY,.NS,JSWENERGY.NS
JSWSTEEL,.NS,JSWSTEEL.NS
JAMNAAUTO,.NS,JAMNAAUTO.NS
JSLHISAR,.NS,JSLHISAR.NS
JSL,.NS,JSL.NS
JINDALSTEL,.NS,JINDALSTEL.NS
JUBLFOOD,.NS,JUBLFOOD.NS
JUBLINGREA,.NS,JUBLINGREA.NS
JUBLPHARMA,.NS,JUBLPHARMA.NS
JUSTDIAL,.NS,JUSTDIAL.NS
JYOTHYLAB,.NS,JYOTHYLAB.NS
KPRMILL,.NS,KPRMILL.NS
KEI,.NS,KEI.NS
KNRCON,.NS,KNRCON.NS
KPITTECH,.NS,KPITTECH.NS
KRBL,.NS,KRBL.NS
KAJARIACER,.NS,KAJARIACER.NS
KALPATPOWR,.NS,KALPATPOWR.NS
KALYANKJIL,.NS,KALYANKJIL.NS
KANSAINER,.NS,KANSAINER.NS
KARURVYSYA,.NS,KARURVYSYA.NS
KEC,.NS,KEC.NS
KOTAKBANK,.NS,KOTAKBANK.NS
KIMS,.NS,KIMS.NS
L&TFH,.NS,L&TFH.NS
LTTS,.NS,LTTS.NS
LICHSGFIN,.NS,LICHSGFIN.NS
LAXMIMACH,.NS,LAXMIMACH.NS
LTI,.NS,LTI.NS
LT,.NS,LT.NS
LATENTVIEW,.NS,LATENTVIEW.NS
LAURUSLABS,.NS,LAURUSLABS.NS
LXCHEM,.NS,LXCHEM.NS
LINDEINDIA,.NS,LINDEINDIA.NS
LUPIN,.NS,LUPIN.NS
LUXIND,.NS,LUXIND.NS
MMTC,.NS,MMTC.NS
MOIL,.NS,MOIL.NS
MRF,.NS,MRF.NS
MTARTECH,.NS,MTARTECH.NS
LODHA,.NS,LODHA.NS
MGL,.NS,MGL.NS
M&MFIN,.NS,M&MFIN.NS
M&M,.NS,M&M.NS
MAHINDCIE,.NS,MAHINDCIE.NS
MHRIL,.NS,MHRIL.NS
MAHLOG,.NS,MAHLOG.NS
MANAPPURAM,.NS,MANAPPURAM.NS
MRPL,.NS,MRPL.NS
MARICO,.NS,MARICO.NS
MARUTI,.NS,MARUTI.NS
MASTEK,.NS,MASTEK.NS
MFSL,.NS,MFSL.NS
MAXHEALTH,.NS,MAXHEALTH.NS
MAZDOCK,.NS,MAZDOCK.NS
MEDPLUS,.NS,MEDPLUS.NS
METROBRAND,.NS,METROBRAND.NS
METROPOLIS,.NS,METROPOLIS.NS
MINDTREE,.NS,MINDTREE.NS
MINDAIND,.NS,MINDAIND.NS
MOTILALOFS,.NS,MOTILALOFS.NS
MPHASIS,.NS,MPHASIS.NS
MCX,.NS,MCX.NS
MUTHOOTFIN,.NS,MUTHOOTFIN.NS
NATCOPHARM,.NS,NATCOPHARM.NS
NBCC,.NS,NBCC.NS
NCC,.NS,NCC.NS
NESCO,.NS,NESCO.NS
NHPC,.NS,NHPC.NS
NLCINDIA,.NS,NLCINDIA.NS
NMDC,.NS,NMDC.NS
NOCIL,.NS,NOCIL.NS
NTPC,.NS,NTPC.NS
NH,.NS,NH.NS
NATIONALUM,.NS,NATIONALUM.NS
NAVINFLUOR,.NS,NAVINFLUOR.NS
NAZARA,.NS,NAZARA.NS
NESTLEIND,.NS,NESTLEIND.NS
NETWORK18,.NS,NETWORK18.NS
NAM-INDIA,.NS,NAM-INDIA.NS
NUVOCO,.NS,NUVOCO.NS
OBEROIRLTY,.NS,OBEROIRLTY.NS
ONGC,.NS,ONGC.NS
OIL,.NS,OIL.NS
PAYTM,.NS,PAYTM.NS
OFSS,.NS,OFSS.NS
ORIENTELEC,.NS,ORIENTELEC.NS
POLICYBZR,.NS,POLICYBZR.NS
PCBL,.NS,PCBL.NS
PIIND,.NS,PIIND.NS
PNBHOUSING,.NS,PNBHOUSING.NS
PNCINFRA,.NS,PNCINFRA.NS
PVR,.NS,PVR.NS
PAGEIND,.NS,PAGEIND.NS
PERSISTENT,.NS,PERSISTENT.NS
PETRONET,.NS,PETRONET.NS
PFIZER,.NS,PFIZER.NS
PHOENIXLTD,.NS,PHOENIXLTD.NS
PIDILITIND,.NS,PIDILITIND.NS
PEL,.NS,PEL.NS
POLYMED,.NS,POLYMED.NS
POLYCAB,.NS,POLYCAB.NS
POLYPLEX,.NS,POLYPLEX.NS
POONAWALLA,.NS,POONAWALLA.NS
PFC,.NS,PFC.NS
POWERGRID,.NS,POWERGRID.NS
PRAJIND,.NS,PRAJIND.NS
PRESTIGE,.NS,PRESTIGE.NS
PRINCEPIPE,.NS,PRINCEPIPE.NS
PRSMJOHNSN,.NS,PRSMJOHNSN.NS
PRIVISCL,.NS,PRIVISCL.NS
PGHL,.NS,PGHL.NS
PGHH,.NS,PGHH.NS
PNB,.NS,PNB.NS
QUESS,.NS,QUESS.NS
RBLBANK,.NS,RBLBANK.NS
RECLTD,.NS,RECLTD.NS
RHIM,.NS,RHIM.NS
RITES,.NS,RITES.NS
RADICO,.NS,RADICO.NS
RVNL,.NS,RVNL.NS
RAILTEL,.NS,RAILTEL.NS
RAIN,.NS,RAIN.NS
RAJESHEXPO,.NS,RAJESHEXPO.NS
RALLIS,.NS,RALLIS.NS
RCF,.NS,RCF.NS
RATNAMANI,.NS,RATNAMANI.NS
RTNINDIA,.NS,RTNINDIA.NS
REDINGTON,.NS,REDINGTON.NS
RELAXO,.NS,RELAXO.NS
RELIANCE,.NS,RELIANCE.NS
RBA,.NS,RBA.NS
ROSSARI,.NS,ROSSARI.NS
ROUTE,.NS,ROUTE.NS
SBICARD,.NS,SBICARD.NS
SBILIFE,.NS,SBILIFE.NS
SIS,.NS,SIS.NS
SJVN,.NS,SJVN.NS
SKFINDIA,.NS,SKFINDIA.NS
SRF,.NS,SRF.NS
SANOFI,.NS,SANOFI.NS
SAPPHIRE,.NS,SAPPHIRE.NS
SAREGAMA,.NS,SAREGAMA.NS
SCHAEFFLER,.NS,SCHAEFFLER.NS
SEQUENT,.NS,SEQUENT.NS
SFL,.NS,SFL.NS
SHILPAMED,.NS,SHILPAMED.NS
SCI,.NS,SCI.NS
SHREECEM,.NS,SHREECEM.NS
RENUKA,.NS,RENUKA.NS
SHRIRAMCIT,.NS,SHRIRAMCIT.NS
SRTRANSFIN,.NS,SRTRANSFIN.NS
SHYAMMETL,.NS,SHYAMMETL.NS
SIEMENS,.NS,SIEMENS.NS
SOBHA,.NS,SOBHA.NS
SOLARINDS,.NS,SOLARINDS.NS
SOLARA,.NS,SOLARA.NS
SONACOMS,.NS,SONACOMS.NS
SONATSOFTW,.NS,SONATSOFTW.NS
SPICEJET,.NS,SPICEJET.NS
STARHEALTH,.NS,STARHEALTH.NS
SBIN,.NS,SBIN.NS
SAIL,.NS,SAIL.NS
SWSOLAR,.NS,SWSOLAR.NS
STLTECH,.NS,STLTECH.NS
STAR,.NS,STAR.NS
SUDARSCHEM,.NS,SUDARSCHEM.NS
SUMICHEM,.NS,SUMICHEM.NS
SPARC,.NS,SPARC.NS
SUNPHARMA,.NS,SUNPHARMA.NS
SUNTV,.NS,SUNTV.NS
SUNDARMFIN,.NS,SUNDARMFIN.NS
SUNDRMFAST,.NS,SUNDRMFAST.NS
SUNTECK,.NS,SUNTECK.NS
SUPRAJIT,.NS,SUPRAJIT.NS
SUPREMEIND,.NS,SUPREMEIND.NS
SUVENPHAR,.NS,SUVENPHAR.NS
SUZLON,.NS,SUZLON.NS
SYMPHONY,.NS,SYMPHONY.NS
SYNGENE,.NS,SYNGENE.NS
TCIEXP,.NS,TCIEXP.NS
TCNSBRANDS,.NS,TCNSBRANDS.NS
TTKPRESTIG,.NS,TTKPRESTIG.NS
TV18BRDCST,.NS,TV18BRDCST.NS
TVSMOTOR,.NS,TVSMOTOR.NS
TANLA,.NS,TANLA.NS
TATACHEM,.NS,TATACHEM.NS
TATACOFFEE,.NS,TATACOFFEE.NS
TATACOMM,.NS,TATACOMM.NS
TCS,.NS,TCS.NS
TATACONSUM,.NS,TATACONSUM.NS
TATAELXSI,.NS,TATAELXSI.NS
TATAINVEST,.NS,TATAINVEST.NS
TATAMTRDVR,.NS,TATAMTRDVR.NS
TATAMOTORS,.NS,TATAMOTORS.NS
TATAPOWER,.NS,TATAPOWER.NS
TATASTLLP,.NS,TATASTLLP.NS
TATASTEEL,.NS,TATASTEEL.NS
TTML,.NS,TTML.NS
TEAMLEASE,.NS,TEAMLEASE.NS
TECHM,.NS,TECHM.NS
NIACL,.NS,NIACL.NS
RAMCOCEM,.NS,RAMCOCEM.NS
THERMAX,.NS,THERMAX.NS
THYROCARE,.NS,THYROCARE.NS
TIMKEN,.NS,TIMKEN.NS
TITAN,.NS,TITAN.NS
TORNTPHARM,.NS,TORNTPHARM.NS
TORNTPOWER,.NS,TORNTPOWER.NS
TRENT,.NS,TRENT.NS
TRIDENT,.NS,TRIDENT.NS
TRITURBINE,.NS,TRITURBINE.NS
TIINDIA,.NS,TIINDIA.NS
UCOBANK,.NS,UCOBANK.NS
UFLEX,.NS,UFLEX.NS
UPL,.NS,UPL.NS
UTIAMC,.NS,UTIAMC.NS
ULTRACEMCO,.NS,ULTRACEMCO.NS
UNIONBANK,.NS,UNIONBANK.NS
UBL,.NS,UBL.NS
MCDOWELL-N,.NS,MCDOWELL-N.NS
VGUARD,.NS,VGUARD.NS
VMART,.NS,VMART.NS
VIPIND,.NS,VIPIND.NS
VAIBHAVGBL,.NS,VAIBHAVGBL.NS
VAKRANGEE,.NS,VAKRANGEE.NS
VTL,.NS,VTL.NS
VARROC,.NS,VARROC.NS
VBL,.NS,VBL.NS
VEDL,.NS,VEDL.NS
VENKEYS,.NS,VENKEYS.NS
VIJAYA,.NS,VIJAYA.NS
VINATIORGA,.NS,VINATIORGA.NS
IDEA,.NS,IDEA.NS
VOLTAS,.NS,VOLTAS.NS
WELCORP,.NS,WELCORP.NS
WELSPUNIND,.NS,WELSPUNIND.NS
WESTLIFE,.NS,WESTLIFE.NS
WHIRLPOOL,.NS,WHIRLPOOL.NS
WIPRO,.NS,WIPRO.NS
WOCKPHARMA,.NS,WOCKPHARMA.NS
YESBANK,.NS,YESBANK.NS
ZFCVINDIA,.NS,ZFCVINDIA.NS
ZEEL,.NS,ZEEL.NS
ZENSARTECH,.NS,ZENSARTECH.NS
ZOMATO,.NS,ZOMATO.NS
ZYDUSLIFE,.NS,ZYDUSLIFE.NS
ZYDUSWELL,.NS,ZYDUSWELL.NS
ECLERX,.NS,ECLERX.NS
